;data;cidade;estado;formato
44510;12/7/11 06:20;Canon city;CO;Diamond
44511;12/7/11 06:00;Brainerd;MN;Triangle
44512;12/6/11 19:00;Lansing;MI;Light
44513;12/6/11 18:02;Eureka;CA;Oval
44514;12/6/11 18:00;Reseda;CA;Triangle
44515;12/6/11 05:26;Glendale;CA;Flash
44516;12/6/11 00:10;Winnetka;CA;Triangle
44517;12/6/11 00:00;Flat Lick;KY;Oval
44518;12/5/11 22:00;Monterey;CA;Flash
44519;12/5/11 21:00;Melbourne Beach;FL;Diamond
44520;12/5/11 21:00;Renton;WA;Light
44521;12/5/11 20:20;Bel Air;MD;Oval
44522;12/5/11 17:35;King George;VA;Triangle
44523;12/5/11 07:05;Orlando;FL;Light
44524;12/5/11 06:45;Billings;MT;Sphere
44525;12/5/11 05:45;Laguna Hills;CA;Disk
44526;12/5/11 01:00;Cuero;TX;Light
44527;12/4/11 23:32;Palmetto Bay;FL;Disk
44528;12/4/11 22:12;Bellevue/Issaquah;WA;Light
44529;12/4/11 21:17;Anchorage;AK;Light
44530;12/4/11 20:00;Staunton;VA;Flash
44531;12/4/11 20:00;Greenville;NC;Light
44532;12/4/11 19:30;Alexandria;VA;Light
44533;12/4/11 18:17;Capitola;CA;Other
44534;12/4/11 03:05;National City;CA;Oval
44535;12/4/11 01:35;Torrance;CA;Light
44536;12/4/11 01:00;Manchester;CT;Other
44537;12/3/11 23:35;Pointplace;OH;Fireball
44538;12/3/11 22:15;Sherwood;OR;Light
44539;12/3/11 22:13;New Albany;IN;Triangle
44540;12/3/11 21:35;Jacksonville Beach;FL;Triangle
44541;12/3/11 19:30;Vienna;OH;Light
44542;12/3/11 19:15;Weaverville;NC;Circle
44543;12/3/11 19:00;Dayton;OH;Light
44544;12/3/11 18:59;Springboro;OH;Fireball
44545;12/3/11 18:58;Middletown;OH;Formation
44546;12/3/11 18:54;Loganville;GA;Light
44547;12/3/11 18:46;Locust Grove;GA;Rectangle
44548;12/3/11 18:30;Springboro;OH;Triangle
44549;12/3/11 17:45;Hays;NC;Light
44550;12/3/11 04:25;St. Louis (Afton);MO;Circle
44551;12/3/11 02:30;Mojave;CA;Disk
44552;12/2/11 23:20;Duck Key;FL;Other
44553;12/2/11 23:00;Medford;OR;Circle
44554;12/2/11 23:00;Muncie;IN;Fireball
44555;12/2/11 22:20;East Dorset;VT;Light
44556;12/2/11 22:00;Milford;MI;Rectangle
44557;12/2/11 21:30;Pompano Beach;FL;Circle
44558;12/2/11 21:20;LaGrange;GA;Disk
44559;12/2/11 21:10;Bel Air;MD;Chevron
44560;12/2/11 21:00;LaGrange;GA;Disk
44561;12/2/11 19:00;Lancaster;OH;Diamond
44562;12/2/11 18:10;Concord;NC;Fireball
44563;12/2/11 17:20;Redding;CA;Light
44564;12/2/11 16:00;Fishers;IN;Circle
44565;12/2/11 07:00;Mifflintown;PA;Fireball
44566;12/2/11 06:30;Yakima;WA;Light
44567;12/2/11 02:00;Charlotte;NC;Changing
44568;12/2/11 01:30;Portland;OR;Other
44569;12/1/11 23:15;New York City (Brooklyn);NY;Other
44570;12/1/11 22:30;Burke;VA;Triangle
44571;12/1/11 22:00;Palm Springs;CA;Fireball
44572;12/1/11 20:45;Myrtle Beach/Conway;SC;Light
44573;12/1/11 19:45;Manassas;VA;Formation
44574;12/1/11 19:30;Myrtle Beach;SC;Formation
44575;12/1/11 19:00;Rogers;AR;Triangle
44576;12/1/11 19:00;Louisville;KY;Light
44577;12/1/11 18:10;Davie;FL;Circle
44578;12/1/11 18:00;Davie;FL;Circle
44579;12/1/11 17:10;Gastonia;NC;Fireball
44580;12/1/11 15:30;Durham;NC;Disk
44581;12/1/11 12:00;Water Town (near);NY;Circle
44582;12/1/11 07:30;Bemidji;MN;Circle
44583;12/1/11 06:06;Bishop;CA;Other
44584;12/1/11 05:00;Burton;MI;Circle
44585;12/1/11 02:00;Natchitoches;LA;Triangle
44586;12/1/11 01:30;Kirkland;WA;Triangle
44587;12/1/11 00:10;Blaine;WA;Other
44588;12/1/11 00:05;Farmingdale;NY;Light
44589;12/1/11 00:00;Willitts;CA;Sphere
44590;1/31/12 20:00;Lincoln City;OR;Fireball
44591;1/31/12 18:25;Mastic;NY;Circle
44592;1/31/12 17:55;Ronkonkoma;NY;Flash
44593;1/31/12 15:30;Phoenix;AZ;Formation
44594;1/31/12 11:42;Minneapolis/Duluth;MN;Disk
44595;1/30/12 22:06;Winter Park/Orlando;FL;Fireball
44596;1/30/12 20:55;Waltham;MA;Triangle
44597;1/30/12 20:00;Gorham;ME;Disk
44598;1/30/12 20:00;Clearwater;FL;Sphere
44599;1/30/12 19:41;Wallingford;CT;Light
44600;1/30/12 19:40;San Jose;CA;Light
44601;1/30/12 19:05;Browning;MT;Light
44602;1/30/12 18:20;Cedarburg;WI;Light
44603;1/30/12 12:00;Las Vegas;NV;Rectangle
44604;1/30/12 11:30;Winthrop Harbor;IL;Formation
44605;1/30/12 06:01;Turlock;CA;Triangle
44606;1/30/12 05:30;Lafayette;OR;Light
44607;1/30/12 05:00;Calabash;NC;Circle
44608;1/30/12;cl;FL;Oval
44609;1/29/12 23:30;Wells;ME;Fireball
44610;1/29/12 22:08;Kenosha;WI;Triangle
44611;1/29/12 22:05;Pleasant Prairie;WI;Triangle
44612;1/29/12 22:03;Racine;WI;Triangle
44613;1/29/12 21:15;Fort Stockton;TX;Flash
44614;1/29/12 20:00;Quinlan;TX;Formation
44615;1/29/12 19:20;Washington;DC;Other
44616;1/29/12 01:30;Lacey;WA;Flash
44617;1/28/12 23:00;Occidental;CA;Light
44618;1/28/12 23:00;St. Augustine;FL;Triangle
44619;1/28/12 22:35;Starke;FL;Light
44620;1/28/12 22:30;St. Louis;MO;Triangle
44621;1/28/12 22:00;Gorham;ME;Disk
44622;1/28/12 22:00;Middleton;ID;Other
44623;1/28/12 22:00;Sacramento;CA;Circle
44624;1/28/12 21:00;Bristol;TN;Triangle
44625;1/28/12 21:00;Norman;OK;Circle
44626;1/28/12 20:50;Wrens;GA;Diamond
44627;1/28/12 20:05;Knife River;MN;Sphere
44628;1/28/12 20:00;Lodi;CA;Light
44629;1/28/12 18:40;Tucson;AZ;Circle
44630;1/28/12 17:00;Lansdale;PA;Oval
44631;1/28/12 12:00;Ronda;NC;Light
44632;1/28/12 00:30;Hailey;ID;Diamond
44633;1/27/12 21:50;Lake Mary;FL;Fireball
44634;1/27/12 21:40;Bremerton;WA;Triangle
44635;1/27/12 21:10;Lehi;UT;Disk
44636;1/27/12 20:45;American Fork;UT;Disk
44637;1/27/12 20:45;American Fork;UT;Circle
44638;1/27/12 20:30;Medina;TN;Sphere
44639;1/27/12 20:00;Lufkin;TX;Light
44640;1/27/12 19:55;Estacada;OR;Oval
44641;1/27/12 19:20;Boring;OR;Oval
44642;1/27/12 18:45;Brady;WA;Fireball
44643;1/27/12 02:00;Kansas City/Norton (between);KS;Other
44644;1/27/12 01:45;Hayward;CA;Diamond
44645;1/26/12 22:30;Conroe;TX;Circle
44646;1/26/12 22:15;Beaumont;TX;Triangle
44647;1/26/12 19:20;Redding;CA;Oval
44648;1/26/12 19:00;Ozark;MO;Fireball
44649;1/26/12 11:30;Lone Pine (Highway 395 south of);CA;Triangle
44650;1/26/12 10:25;Gilbert;AZ;Rectangle
44651;1/25/12 23:30;Fall City;WA;Oval
44652;1/25/12 23:00;Martinsville;IN;Other
44653;1/25/12 21:00;Antioch;CA;Light
44654;1/25/12 21:00;Antioch;CA;Light
44655;1/25/12 21:00;Antioch;CA;Light
44656;1/25/12 20:30;Wichita;KS;Formation
44657;1/25/12 19:20;Sterling;IL;Formation
44658;1/25/12 19:05;Lake Oswego;OR;Light
44659;1/25/12 19:00;Henderson;NV;Triangle
44660;1/25/12 18:22;Colorado Springs;CO;Cigar
44661;1/25/12 18:22;Murphysboro;IL;Circle
44662;1/25/12 16:30;Avon Park;FL;Fireball
44663;1/25/12 13:50;San Francisco;CA;Cigar
44664;1/25/12 09:10;Boardman;OH;Fireball
44665;1/25/12 06:45;Tamarac;FL;Sphere
44666;1/24/12 23:55;Chiefland;FL;Sphere
44667;1/24/12 23:45;St. Augustine;FL;Light
44668;1/24/12 23:30;Kenosha;WI;Sphere
44669;1/24/12 22:30;Mount Vernon;WA;Flash
44670;1/24/12 21:30;Phoenix;AZ;Light
44671;1/24/12 21:07;Mission Viejo;CA;Circle
44672;1/24/12 21:00;Phoenix;AZ;Light
44673;1/24/12 19:18;Augusta;GA;Triangle
44674;1/24/12 19:00;Brick;NJ;Fireball
44675;1/24/12 19:00;Longs;SC;Triangle
44676;1/23/12 20:00;Helotes;TX;Triangle
44677;1/23/12 19:30;Anchorage;AK;Sphere
44678;1/23/12 19:30;Dallas;TX;Fireball
44679;1/23/12 19:15;Hilo;HI;Oval
44680;1/23/12 07:50;Bath;NY;Light
44681;1/23/12 03:00;West Virginia;VA;Other
44682;1/22/12 23:10;Cincinnati;OH;Fireball
44683;1/22/12 23:10;New York City (Brooklyn);NY;Light
44684;1/22/12 20:10;Johnson City;TN;Circle
44685;1/22/12 19:30;Ocala;FL;Circle
44686;1/22/12 19:15;Lubbock;TX;Circle
44687;1/22/12 18:10;Orlando;FL;Oval
44688;1/22/12 18:04;Poinciana/Kissimmee;FL;Formation
44689;1/22/12 01:30;Merced;CA;Flash
44690;1/21/12 22:45;Parkland;WA;Sphere
44691;1/21/12 21:48;Jacksonville;FL;Fireball
44692;1/21/12 21:35;Chelan;WA;Disk
44693;1/21/12 21:00;Manchester;NH;Circle
44694;1/21/12 21:00;Eloy;AZ;Oval
44695;1/21/12 19:30;Orlando/Kissimmee (simultaneously);FL;Fireball
44696;1/21/12 19:15;Spring Hill;FL;Circle
44697;1/21/12 18:57;San Francisco;CA;Light
44698;1/21/12 06:36;Durango;CO;Triangle
44699;1/21/12 00:30;Long Beach;CA;Sphere
44700;1/20/12 23:00;Akron;OH;Chevron
44701;1/20/12 22:30;Chandler;AZ;Circle
44702;1/20/12 22:20;Silver City;NM;Changing
44703;1/20/12 21:00;Rising Fawn;GA;Sphere
44704;1/20/12 20:55;Martins Creek;PA;Light
44705;1/20/12 20:30;Daytona Beach;FL;Oval
44706;1/20/12 20:00;Manchester;NH;Light
44707;1/20/12 19:42;Morganton;NC;Triangle
44708;1/20/12 19:30;Sarasota;FL;Light
44709;1/20/12 19:15;Hanalei Bay;HI;Light
44710;1/20/12 18:30;Oakland Park;FL;Oval
44711;1/20/12 05:54;Tonawanda;NY;Other
44712;1/20/12 05:15;Wilmington/Pike Creek;DE;Light
44713;1/20/12 05:00;Hunter;NY;Rectangle
44714;1/20/12 00:30;Kankakee;IL;Fireball
44715;1/19/12 23:06;St. Stephen;SC;Fireball
44716;1/19/12 22:10;Miami Beach;FL;Fireball
44717;1/19/12 22:00;Atkins;AR;Triangle
44718;1/19/12 21:46;New Port Richey;FL;Light
44719;1/19/12 20:45;Cape Coral;FL;Disk
44720;1/19/12 20:10;Indialantic;FL;Light
44721;1/19/12 19:40;Winter Park;FL;Fireball
44722;1/19/12 19:35;Christiansburg;VA;Fireball
44723;1/19/12 19:30;Woodstock;VT;Fireball
44724;1/19/12 19:25;Lansdale;PA;Light
44725;1/19/12 19:00;Macon;GA;Rectangle
44726;1/19/12 19:00;Callands;VA;Other
44727;1/19/12 18:45;Barbourville;KY;Circle
44728;1/19/12 12:00;Rockford;TN;Oval
44729;1/19/12 06:45;Yuma;AZ;Other
44730;1/19/12 06:30;Powhatan;VA;Light
44731;1/18/12 23:59;Estill Springs;TN;Circle
44732;1/18/12 23:05;Augusta;GA;Triangle
44733;1/18/12 22:00;Lincoln;DE;Light
44734;1/18/12 21:30;Tucson;AZ;Light
44735;1/18/12 21:04;Ceres;CA;Fireball
44736;1/18/12 20:15;St. Stephen;SC;Flash
44737;1/18/12 19:50;North Myrtle Beach;SC;Fireball
44738;1/18/12 19:45;Little River;SC;Triangle
44739;1/18/12 19:15;Sachse;TX;Light
44740;1/18/12 19:00;Preston;CT;Light
44741;1/18/12 18:30;Malone;NY;Light
44742;1/18/12 18:00;Lawrenceville;GA;Other
44743;1/18/12 18:00;Valley Grande;AL;Triangle
44744;1/18/12 17:00;Brasher Falls;NY;Light
44745;1/17/12 23:00;West Chester;PA;Triangle
44746;1/17/12 21:08;Auberry;CA;Fireball
44747;1/17/12 19:45;Berlin;NH;Light
44748;1/17/12 18:45;Redding;CA;Fireball
44749;1/17/12 18:00;Milford;OH;Other
44750;1/17/12 18:00;Lutsen;MN;Rectangle
44751;1/17/12 17:35;Ely;MN;Chevron
44752;1/17/12 13:20;San Diego (on Mexican border);CA;Fireball
44753;1/17/12 06:25;Tomaball;TX;Oval
44754;1/17/12 05:36;Brookings;OR;Light
44755;1/17/12 01:00;Ohio (rural);OH;Triangle
44756;1/16/12 20:15;Hamden;CT;Fireball
44757;1/16/12 07:30;Graceville/Chipley (between);FL;Triangle
44758;1/16/12 03:30;Bellingham;WA;Light
44759;1/16/12 02:00;Wildlife Refuge, Medicine Park, Ft. Sill;OK;Oval
44760;1/16/12 00:00;Gilbert;AZ;Sphere
44761;1/16/12 00:00;Hemlock;OH;Circle
44762;1/15/12 23:20;Allentown;PA;Triangle
44763;1/15/12 22:18;Molalla;OR;Sphere
44764;1/15/12 21:24;Murphysboro;IL;Light
44765;1/15/12 21:00;Garfield;AR;Changing
44766;1/15/12 20:35;Corvallis;OR;Light
44767;1/15/12 20:30;Brooksville;FL;Fireball
44768;1/15/12 20:20;Simpsonville;SC;Triangle
44769;1/15/12 19:20;Westchester;IL;Rectangle
44770;1/15/12 19:00;Mahopac;NY;Light
44771;1/15/12 18:40;Astoria;OR;Other
44772;1/15/12 18:20;Mesa;AZ;Oval
44773;1/15/12 18:00;Mesa;AZ;Rectangle
44774;1/15/12 18:00;Modesto;CA;Flash
44775;1/15/12 17:00;Smithfield;RI;Triangle
44776;1/15/12 08:30;Anoka;MN;Disk
44777;1/15/12 04:00;Orlando;FL;Light
44778;1/15/12 03:59;San Angelo;TX;Flash
44779;1/14/12 23:30;Prescott Valley;AZ;Light
44780;1/14/12 21:45;Woodstock;GA;Light
44781;1/14/12 21:15;Darien;CT;Fireball
44782;1/14/12 21:05;Bremerton;WA;Circle
44783;1/14/12 21:00;Fort Cobb;OK;Cigar
44784;1/14/12 20:29;Dallas;TX;Light
44785;1/14/12 19:00;Spartanburg;SC;Light
44786;1/14/12 19:00;West Palm Beach;FL;Oval
44787;1/14/12 18:30;Medicine Park;OK;Circle
44788;1/14/12 18:20;Fort Mill;SC;Light
44789;1/14/12 18:00;Underhill;VT;Light
44790;1/14/12 17:50;Laguna Niguel;CA;Circle
44791;1/14/12 15:41;Manchester;TN;Cigar
44792;1/14/12 11:50;Quebeck;TN;Triangle
44793;1/14/12 02:58;Bonita;CA;Light
44794;1/13/12 23:29;Ocean View;DE;Formation
44795;1/13/12 23:20;Aurora;CO;Chevron
44796;1/13/12 23:04;Oakley;CA;Fireball
44797;1/13/12 22:30;Washoe;NV;Formation
44798;1/13/12 20:35;Houston;TX;Sphere
44799;1/13/12 19:40;Austin;TX;Diamond
44800;1/13/12 18:20;Willard;NC;Oval
44801;1/13/12 11:00;Orlando;FL;Sphere
44802;1/13/12 09:43;Eureka;CA;Changing
44803;1/13/12 07:00;Phoenix;AZ;Changing
44804;1/12/12 22:30;San Francisco;CA;Changing
44805;1/12/12 22:00;Kenosha;WI;Flash
44806;1/12/12 21:00;Rosemount;MN;Triangle
44807;1/12/12 20:45;Saratoga;CA;Other
44808;1/12/12 19:00;League City;TX;Sphere
44809;1/12/12 18:00;Ventura;CA;Light
44810;1/12/12 05:00;Seattle;WA;Circle
44811;1/12/12 02:00;San Tan Valley;AZ;Other
44812;1/12/12 01:30;Kapaa;HI;Oval
44813;1/12/12 01:26;Texas City;IL;Sphere
44814;1/12/12 01:23;Ridgeland;SC;Cigar
44815;1/12/12 00:04;New Smyrna/Deland;FL;Cylinder
44816;1/12/12 00:00;Everywhere;CA;Other
44817;1/11/12 23:25;Lacey/Olympia;WA;Light
44818;1/11/12 22:40;Ashburn;GA;Diamond
44819;1/11/12 22:30;Walla Walla;WA;Formation
44820;1/11/12 22:00;Hopkinton;NY;Fireball
44821;1/11/12 22:00;Hogansburg;NY;Fireball
44822;1/11/12 21:45;Gulf of Mexico;LA;Formation
44823;1/11/12 21:30;Fort Morgan;CO;Light
44824;1/11/12 21:30;Dallas;TX;Oval
44825;1/11/12 21:00;"N FL; S GA";GA;Light
44826;1/11/12 20:11;Antioch;CA;Circle
44827;1/11/12 20:00;Desert Hot Springs;CA;Triangle
44828;1/11/12 19:45;St. Charles;MO;Fireball
44829;1/11/12 19:00;Sacramento;CA;Disk
44830;1/11/12 18:35;Mobile;AL;Light
44831;1/11/12 18:30;Saranac Lake;NY;Formation
44832;1/11/12 18:25;Russell;NY;Formation
44833;1/11/12 17:36;Hershey;PA;Oval
44834;1/11/12 17:30;Wallingford;CT;Light
44835;1/11/12 13:15;San Antonio;TX;Disk
44836;1/11/12 11:15;Corona/Riverside;CA;Formation
44837;1/11/12 05:30;Trumbull;CT;Rectangle
44838;1/10/12 22:30;Ames (north of);IA;Flash
44839;1/10/12 22:00;Bonnerdale;AR;Circle
44840;1/10/12 22:00;Scotts Mills;OR;Fireball
44841;1/10/12 22:00;Athens;IL;Triangle
44842;1/10/12 21:30;Cheshire;MA;Chevron
44843;1/10/12 21:00;West Chester;PA;Light
44844;1/10/12 21:00;Marysville;WA;Triangle
44845;1/10/12 20:21;Bon Air;VA;Changing
44846;1/10/12 20:00;De Leon;TX;Formation
44847;1/10/12 20:00;Kingsville;MO;Light
44848;1/10/12 19:30;Granby;MA;Triangle
44849;1/10/12 19:22;Ingleside;IL;Sphere
44850;1/10/12 19:00;Coeur d'Alene;ID;Sphere
44851;1/10/12 18:25;Sacramento;CA;Changing
44852;1/10/12 17:50;Savage;MD;Oval
44853;1/10/12 16:45;Mio;MI;Circle
44854;1/10/12 12:46;Pawling;NY;Triangle
44855;1/10/12 05:15;Pittsburgh;PA;Other
44856;1/10/12 03:30;Evansville;IN;Light
44857;1/9/12 22:45;Yountville/Oakville;CA;Chevron
44858;1/9/12 22:00;Temecula;CA;Disk
44859;1/9/12 20:45;Albany;GA;Sphere
44860;1/9/12 20:00;Odessa/Harrington;WA;Sphere
44861;1/9/12 19:00;Hagerman;ID;Light
44862;1/9/12 18:45;Southbury;CT;Fireball
44863;1/9/12 18:30;Columbus;OH;Triangle
44864;1/9/12 18:00;Pensacola;FL;Disk
44865;1/9/12 12:00;Brookfield;CT;Triangle
44866;1/9/12 05:45;Millbrook and Pleasant Valley;NY;Oval
44867;1/9/12 01:50;Brookhaven;NY;Circle
44868;1/8/12 21:40;Sacramento;CA;Fireball
44869;1/8/12 21:35;Brown Deer;WI;Triangle
44870;1/8/12 21:30;Moretown;VT;Diamond
44871;1/8/12 21:00;Clio;MI;Formation
44872;1/8/12 20:50;Smithtown;NY;Light
44873;1/8/12 20:45;Newington;CT;Oval
44874;1/8/12 20:45;Bridgeport;CT;Fireball
44875;1/8/12 20:30;Pulaski;TN;Fireball
44876;1/8/12 20:30;Bridgeport;CT;Fireball
44877;1/8/12 20:00;Brookfield;CT;Light
44878;1/8/12 20:00;Papillion;NE;Light
44879;1/8/12 19:15;Vacaville;CA;Sphere
44880;1/8/12 19:10;Parkville;MO;Light
44881;1/8/12 19:00;Cocoa;FL;Circle
44882;1/8/12 19:00;Wakefield;NH;Triangle
44883;1/8/12 18:00;Cambridge;MN;Triangle
44884;1/8/12 18:00;Troy;VA;Light
44885;1/8/12 17:27;Westerly;RI;Fireball
44886;1/8/12 16:13;Murfreesboro;TN;Changing
44887;1/8/12 08:45;Russellville;AR;Cylinder
44888;1/8/12 03:00;Mena;AR;Light
44889;1/8/12 01:00;Ocala;FL;Circle
44890;1/7/12 23:45;Kihei;HI;Formation
44891;1/7/12 23:43;Lewes;DE;Rectangle
44892;1/7/12 22:30;Sioux Falls;SD;Formation
44893;1/7/12 20:30;Parrish;FL;Light
44894;1/7/12 20:30;Lake Havasu City;AZ;Sphere
44895;1/7/12 20:29;Southbury;CT;Other
44896;1/7/12 19:30;Mountain View;CA;Chevron
44897;1/7/12 18:30;Aventura;FL;Fireball
44898;1/7/12 16:00;Ashville;OH;Sphere
44899;1/7/12 07:00;Belair;MD;Triangle
44900;1/7/12 06:30;Hagerstown;MD;Triangle
44901;1/7/12 06:03;Frazer Township;PA;Light
44902;1/7/12 05:45;Mesa;AZ;Light
44903;1/7/12 03:30;Independence;MO;Sphere
44904;1/6/12 23:00;Cottonwood;AZ;Light
44905;1/6/12 23:00;Springfield;MA;Rectangle
44906;1/6/12 22:00;Vancouver;WA;Fireball
44907;1/6/12 21:50;Mesa;AZ;Sphere
44908;1/6/12 21:50;Kalispell;MT;Rectangle
44909;1/6/12 21:30;Williamstown (Colling Lakes);NJ;Light
44910;1/6/12 21:15;Charlotte;NC;Light
44911;1/6/12 21:05;Wake Forest;NC;Light
44912;1/6/12 20:45;Gilmore City;IA;Disk
44913;1/6/12 20:15;Clinton;MS;Flash
44914;1/6/12 19:45;Fruita;CO;Light
44915;1/6/12 19:30;Millwood;GA;Disk
44916;1/6/12 19:30;North Port;FL;Circle
44917;1/6/12 18:00;Blanford;IN;Disk
44918;1/6/12 18:00;Las Vegas;NV;Light
44919;1/6/12 18:00;Homestead;PA;Light
44920;1/6/12 18:00;Weyers Cave;VA;Triangle
44921;1/6/12 17:45;Norwood;MA;Triangle
44922;1/6/12 17:10;St. George;UT;Other
44923;1/6/12 17:00;Seminole;OK;Circle
44924;1/6/12 17:00;Rydal;PA;Triangle
44925;1/6/12 16:20;New York City (Queens);NY;Fireball
44926;1/6/12 15:45;Walden;NY;Other
44927;1/6/12 09:15;Taylor;MI;Fireball
44928;1/6/12 09:10;Tucson;AZ;Oval
44929;1/6/12 09:05;Tucson;AZ;Light
44930;1/6/12 08:25;Brick;NJ;Fireball
44931;1/6/12 07:30;Hickory;NC;Cigar
44932;1/6/12 01:20;Dexter;MO;Circle
44933;1/5/12 22:15;Plainfield;CT;Light
44934;1/5/12 20:00;Gardner;IL;Light
44935;1/5/12 18:30;Rich Hill;MO;Light
44936;1/5/12 18:30;Pelion;SC;Fireball
44937;1/5/12 18:11;Bend;OR;Light
44938;1/5/12 18:00;Kennebunk;ME;Sphere
44939;1/5/12 17:00;Portland;OR;Fireball
44940;1/5/12 09:55;Wytheville;VA;Triangle
44941;1/5/12 03:30;Newtown;CT;Light
44942;1/5/12 00:00;Kent Island;MD;Light
44943;1/4/12 22:30;Wichita;KS;Light
44944;1/4/12 22:20;Lovingston;VA;Light
44945;1/4/12 21:15;Hazel Green;WI;Circle
44946;1/4/12 20:35;Sandy;UT;Light
44947;1/4/12 19:54;DeLand;FL;Light
44948;1/4/12 19:50;DeLand;FL;Other
44949;1/4/12 19:30;Selden;NY;Diamond
44950;1/4/12 18:30;Arnold;MO;Other
44951;1/4/12 18:00;Moreno Valley;CA;Light
44952;1/4/12 09:32;Babson Park;FL;Circle
44953;1/4/12 06:12;Shreveport;LA;Oval
44954;1/3/12 23:50;Elizabeth City;NC;Triangle
44955;1/3/12 22:45;Casa Grande;AZ;Sphere
44956;1/3/12 22:30;Chrisney;IN;Oval
44957;1/3/12 21:00;Council Bluffs;IA;Light
44958;1/3/12 21:00;Holts Summit;MO;Disk
44959;1/3/12 20:25;Weston;FL;Fireball
44960;1/3/12 19:40;La Jolla;CA;Circle
44961;1/3/12 19:15;Lovington;NM;Other
44962;1/3/12 18:30;Meriden;CT;Diamond
44963;1/3/12 17:50;Arnold;MO;Circle
44964;1/3/12 17:50;Nowata;OK;Light
44965;1/3/12 17:11;West Palm Beach;FL;Circle
44966;1/3/12 15:25;Oswego;IL;Sphere
44967;1/3/12 12:05;Watsonville;CA;Disk
44968;1/3/12 10:05;Clemmons;NC;Circle
44969;1/3/12 10:00;Homeland;CA;Oval
44970;1/3/12 07:00;Ashtabula;OH;Rectangle
44971;1/3/12 04:50;Thetford;VT;Triangle
44972;1/3/12 03:00;Ft. Lauderdale;FL;Chevron
44973;1/3/12 03:00;Binghamton;NY;Fireball
44974;1/3/12 01:00;Doylestown;PA;Circle
44975;1/3/12 00:19;Eufaula;AL;Light
44976;1/3/12 00:09;Hudson Falls;NY;Sphere
44977;1/2/12 22:00;Binghamton;NY;Oval
44978;1/2/12 21:45;Beardstown;IL;Triangle
44979;1/2/12 19:50;Rincon;GA;Triangle
44980;1/2/12 19:10;Kihei;HI;Light
44981;1/2/12 18:30;Reno;NV;Changing
44982;1/2/12 18:00;Oxnard;CA;Rectangle
44983;1/2/12 17:50;Colorado Springs;CO;Light
44984;1/2/12 17:00;Saint Francis;MN;Changing
44985;1/2/12 08:04;Glendale;CA;Circle
44986;1/1/12 23:00;Houston;TX;Circle
44987;1/1/12 22:45;University Place;WA;Sphere
44988;1/1/12 22:01;Folly Beach;SC;Cylinder
44989;1/1/12 21:00;Hicksville;NY;Cylinder
44990;1/1/12 21:00;Hicksville;NY;Light
44991;1/1/12 20:00;Pottsville;AR;Sphere
44992;1/1/12 20:00;Kissimmee;FL;Fireball
44993;1/1/12 20:00;Louisa;KY;Light
44994;1/1/12 19:50;North Canton;OH;Fireball
44995;1/1/12 19:30;Anchorage;AK;Sphere
44996;1/1/12 19:30;Walla Walla;WA;Sphere
44997;1/1/12 19:20;West Sacramento;CA;Cylinder
44998;1/1/12 19:00;Cocoa;FL;Light
44999;1/1/12 18:45;Fuquay Varina;NC;Circle
45000;1/1/12 18:00;Redondo beach;CA;Light
45001;1/1/12 15:00;South San Francisco;CA;Light
45002;1/1/12 12:20;State College;PA;Circle
45003;1/1/12 12:10;Lynchburg;VA;Light
45004;1/1/12 12:08;Yuba City;CA;Light
45005;1/1/12 12:05;Salt Lake City;UT;Circle
45006;1/1/12 12:03;Elkton;MD;Diamond
45007;1/1/12 12:00;Wapato;WA;Other
45008;1/1/12 11:00;Winder;GA;Triangle
45009;1/1/12 08:52;Henderson;NV;Triangle
45010;1/1/12 02:45;Cape Canaveral;FL;Sphere
45011;1/1/12 01:05;Wellington;FL;Fireball
45012;1/1/12 01:00;Belgrade;MT;Circle
45013;1/1/12 01:00;Kingston;TN;Light
45014;1/1/12 01:00;Ponte Vedra Beach;FL;Light
45015;1/1/12 00:45;Tampa;FL;Fireball
45016;1/1/12 00:38;New York City (Brooklyn);NY;Fireball
45017;1/1/12 00:30;Louisville;KY;Fireball
45018;1/1/12 00:30;Bowie;MD;Light
45019;1/1/12 00:25;Miami;FL;Flash
45020;1/1/12 00:25;New York City (Brooklyn);NY;Fireball
45021;1/1/12 00:18;Somerville;MA;Oval
45022;1/1/12 00:15;Burlington;VT;Light
45023;1/1/12 00:15;Gastonia;NC;Triangle
45024;1/1/12 00:15;Sykesville;MD;Circle
45025;1/1/12 00:15;Burlington;VT;Light
45026;1/1/12 00:15;Loveland;OH;Light
45027;1/1/12 00:15;Anderson;CA;Disk
45028;1/1/12 00:15;South Jordan;UT;Triangle
45029;1/1/12 00:13;Chicago;IL;Circle
45030;1/1/12 00:12;Jacksonville Beach;FL;Light
45031;1/1/12 00:11;Lake Stevens;WA;Light
45032;1/1/12 00:10;Port Charlotte;FL;Changing
45033;1/1/12 00:10;La Crosse;WI;Circle
45034;1/1/12 00:10;Mena;AR;Circle
45035;1/1/12 00:10;Bakersfield;CA;Sphere
45036;1/1/12 00:06;La Mesa;CA;Oval
45037;1/1/12 00:05;La Mesa;CA;Fireball
45038;1/1/12 00:05;Bonita Springs;FL;Fireball
45039;1/1/12 00:04;Round Rock;TX;Circle
45040;1/1/12 00:03;Marietta;GA;Light
45041;1/1/12 00:01;Anchorage;AK;Light
45042;1/1/12 00:01;Tulalip;WA;Oval
